"22855","BT","Illidari Nightlord","2","Illidari Nightlord","Nachtlord der Illidari","伊利达雷夜魔领主","Иллидарский владыка ночи","Seigneur de la nuit illidari","","","","- 2 Illidari Nightlord (ID: 22855)","","","","","","","","","","","","50602","17808","22950","","","","","","","","","","","","",""
"22847","BT","Ashtongue Primalist","5","Ashtongue Primalist","Primalist der Aschenzungen","灰舌仪祭师","Пеплоуст-охотник","Primaliste cendrelangue","","","","- 5 Ashtongue Primalist (ID: 22847)","","","","","","","","","","","","50603","17888","22951","","","","","","","","","","","","",""
"22880","BT","Shadowmoon Champion","6","Shadowmoon Champion","Held des Schattenmondklans","影月勇士","Воитель из клана Призрачной Луны","Champion ombrelune","","","","- 6 Shadowmoon Champion (ID: 22880)","","","","","","","","","","","","50604","17842","22952","","","","","","","","","","","","",""
"23018","BT","Shadowmoon Houndmaster","6","Shadowmoon Houndmaster","Hundemeister des Schattenmondklans","影月驯犬者","Псарь из клана Призрачной Луны","Maître-chien ombrelune","","","","- 6 Shadowmoon Houndmaster (ID: 23018)","","","","","","","","","","","","50605","17968","22083","","","","","","","","","","","","",""
"","BT","Shadowmoon Weapon Master/Wrathbone Flayer","2","Shadowmoon Weapon Master/Wrathbone Flayer","Waffenmeister des Schattenmondklans","影月武器大师/怒骨剥夺者","Грозный живодер/Эксперт по оружию из клана Призрачной Луны","Maître d'armes ombrelune / Ecorcheur irossement","","","","- 2 Shadowmoon Weapon Master/Wrathbone Flayer (ID: 22953/23049)","","","","","","","","","","","","50606","17902","23394","","","","","","","","","","","","",""
"23172","BT","Hand of Gorefiend","4","Hand of Gorefiend","Hand von Blutschatten","血魔之手","Подручный Кровожада","Main de Fielsang","","","","- 4 Hand of Gorefiend (ID: 23172)","","","","","","","","","","","","50607","17903","23402","","","","","","","","","","","","",""
"23196","BT","Bonechewer Behemoth","4","Bonechewer Behemoth","Ungetüm der Knochenmalmer","噬骨巨兽","Великан из клана Костеглодов","Béhémoth Mâche-les-os","","","","- 4 Bonechewer Behemoth (ID: 23196)","","","","","","","","","","","","50608","","23397","","","","","","","","","","","","",""
"23235","BT","Bonechewer Blade Fury","6","Bonechewer Blade Fury","Klingenwüter der Knochenmalmer","噬骨剑武者","Мастер клинка из клана Костеглодов","Lame-furieuse Mâche-les-os","","","","- 6 Bonechewer Blade Fury (ID: 23235)","","","","","","","","","","","","50609","","23403","","","","","","","","","","","","",""
"23239","BT","Bonechewer Combatant","2","Bonechewer Combatant","Kämpfer der Knochenmalmer","噬骨战士","Боец из клана Костеглодов","Combattant Mâche-les-os","","","","- 2 Bonechewer Combatant (ID: 23239)","","","","","","","","","","","","","","23400","","","","","","","","","","","","",""
"22956","BT","Priestess of Torment","5","Priestess of Torment","Priesterin der Qual","痛苦之女","Жрица мучений","Prêtresse du tourment","","","","- 5 Priestess of Torment (ID: 22956)","","","","","","","","","","","","","","22957","","","","","","","","","","","","",""
"","BT","Mistress of Dementia/Mistress of Woe","4","Mistress of Dementia/Mistress of Woe","Herrin des Deliriums/Herrin des Wehs","狂乱祭司/欢愉祭司","Госпожа безумия/Госпожа горести","Maîtresse de la démence / Maîtresse du malheur","","","","- 4 Mistress of Dementia/Mistress of Woe (ID: 22957/22962)","","","","","","","","","","","","","","22964","","","","","","","","","","","","",""
"","BT","Temple Acolyte/Charming Patron","71","Temple Acolyte/Charming Patron","Tempelakolyth/Bezaubernder Besucher","神殿女妖/妩媚女妖","Храмовый послушник/Очаровательный посетитель","Acolyte du temple / Client séduisant","","","","- 71 Temple Acolyte/Charming Patron (ID: 22939/22955)","","","","","","","","","","","","","","22939","","","","","","","","","","","","",""
"23394","BT","Promenade Sentinel","4","Promenade Sentinel","Schildwache der Promenade","巡逻的奥术斥候","Страж аллеи","Sentinelle de la promenade","","","","- 4 Promenade Sentinel (ID: 23394)","","","","","","","","","","","","","","22955","","","","","","","","","","","","",""
"23397","BT","Illidari Blood Lord","4","Illidari Blood Lord","Blutlord der Illidari","伊利达雷血领主","Иллидарский лорд крови","Seigneur de sang illidari","","","","- 4 Illidari Blood Lord (ID: 23397)","","","","","","","","","","","","","","23196","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23236","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22878","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22883","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22875","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22877","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22884","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22876","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22874","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22885","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22873","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23028","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22963","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22960","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23030","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22954","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22844","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22849","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22846","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22847","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22845","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23374","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22853","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23337","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22869","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23339","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22855","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22880","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23083","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22882","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22945","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23049","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23018","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22953","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23172","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23147","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22848","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23330","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23047","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22879","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22962","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22959","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22965","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23398","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23401","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23399","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23223","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23239","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23222","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","20330","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23235","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","23237","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","22917","","","","","","","","","","","","",""
